pincode,area,district,state,region_type,fdh_id,mst_id,olt_id,serviceable,max_speed_available_mbps
313211,Railmagra,Rajsamand,Rajasthan,rural,FDH-04283,MST-04283,OLT-04283,True,500
313301,Nathdwara,Rajsamand,Rajasthan,suburban,FDH-04284,MST-04284,OLT-04284,True,1000
313321,Nathdwara,Rajsamand,Rajasthan,rural,FDH-04285,MST-04285,OLT-04285,False,100
313322,Khamnore,Rajsamand,Rajasthan,suburban,FDH-04286,MST-04286,OLT-04286,True,50
313323,Nathdwara,Rajsamand,Rajasthan,rural,FDH-04287,MST-04287,OLT-04287,False,50
313324,Rajsamand,Rajsamand,Rajasthan,suburban,FDH-04288,MST-04288,OLT-04288,False,200
313325,Kumbhalgarh,Rajsamand,Rajasthan,rural,FDH-04289,MST-04289,OLT-04289,True,100
313327,Rajsamand,Rajsamand,Rajasthan,urban,FDH-04290,MST-04290,OLT-04290,True,500
313328,Railmagra,Rajsamand,Rajasthan,rural,FDH-04291,MST-04291,OLT-04291,False,200
313329,Railmagra,Rajsamand,Rajasthan,rural,FDH-04292,MST-04292,OLT-04292,False,50
313330,Lawa Sardargarh,Rajsamand,Rajasthan,suburban,FDH-04293,MST-04293,OLT-04293,True,100
313331,Deogarh,Rajsamand,Rajasthan,rural,FDH-04294,MST-04294,OLT-04294,False,50
313332,Amet,Rajsamand,Rajasthan,rural,FDH-04295,MST-04295,OLT-04295,False,500
313333,Amet,Rajsamand,Rajasthan,rural,FDH-04296,MST-04296,OLT-04296,False,50
313334,Rajsamand,Rajsamand,Rajasthan,suburban,FDH-04297,MST-04297,OLT-04297,True,500
313338,Mohi,Rajsamand,Rajasthan,urban,FDH-04298,MST-04298,OLT-04298,True,1000
313341,Bhim,Rajsamand,Rajasthan,rural,FDH-04299,MST-04299,OLT-04299,True,500
313342,Rajsamand,Rajsamand,Rajasthan,urban,FDH-04300,MST-04300,OLT-04300,True,200
313601,Vallabhnagar,Udaipur,Rajasthan,urban,FDH-04301,MST-04301,OLT-04301,True,200
313602,Bhinder,Udaipur,Rajasthan,rural,FDH-04302,MST-04302,OLT-04302,False,100
313603,Bhinder,Udaipur,Rajasthan,urban,FDH-04303,MST-04303,OLT-04303,True,1000
313604,Bhinder,Udaipur,Rajasthan,rural,FDH-04304,MST-04304,OLT-04304,False,50
313605,Bhojpur,Udaipur,Rajasthan,rural,FDH-04305,MST-04305,OLT-04305,False,500
313611,Add,Udaipur,Rajasthan,rural,FDH-04306,MST-04306,OLT-04306,False,100
313701,Jhadol,Udaipur,Rajasthan,suburban,FDH-04307,MST-04307,OLT-04307,True,200
313702,Salumber,Udaipur,Rajasthan,rural,FDH-04308,MST-04308,OLT-04308,False,200
313703,Girwa,Udaipur,Rajasthan,urban,FDH-04309,MST-04309,OLT-04309,False,1000
313704,Gogunda,Udaipur,Rajasthan,rural,FDH-04310,MST-04310,OLT-04310,False,200
313705,Gogunda,Udaipur,Rajasthan,rural,FDH-04311,MST-04311,OLT-04311,False,100
313706,Salumber,Udaipur,Rajasthan,rural,FDH-04312,MST-04312,OLT-04312,True,200
313708,Gogunda,Udaipur,Rajasthan,suburban,FDH-04313,MST-04313,OLT-04313,False,200
313801,Kherwara,Udaipur,Rajasthan,rural,FDH-04314,MST-04314,OLT-04314,False,1000
313802,Kherwara,Udaipur,Rajasthan,urban,FDH-04315,MST-04315,OLT-04315,True,1000
313803,Kherwara,Udaipur,Rajasthan,urban,FDH-04316,MST-04316,OLT-04316,True,100
313804,Kherwara,Udaipur,Rajasthan,rural,FDH-04317,MST-04317,OLT-04317,False,100
313901,Girwa,Udaipur,Rajasthan,rural,FDH-04318,MST-04318,OLT-04318,False,200
313902,Sarara,Udaipur,Rajasthan,suburban,FDH-04319,MST-04319,OLT-04319,False,100
313903,Sarara,Udaipur,Rajasthan,suburban,FDH-04320,MST-04320,OLT-04320,False,50
313904,Sarara,Udaipur,Rajasthan,suburban,FDH-04321,MST-04321,OLT-04321,False,50
313905,Sarara,Udaipur,Rajasthan,urban,FDH-04322,MST-04322,OLT-04322,True,200
313906,Jhadol,Udaipur,Rajasthan,urban,FDH-04323,MST-04323,OLT-04323,True,200
314001,Na,Dungarpur,Rajasthan,rural,FDH-04324,MST-04324,OLT-04324,False,100
314011,Dungarpur,Dungarpur,Rajasthan,suburban,FDH-04325,MST-04325,OLT-04325,True,100
314021,Dungarpur,Dungarpur,Rajasthan,urban,FDH-04326,MST-04326,OLT-04326,True,500
314022,Dungarpur,Dungarpur,Rajasthan,urban,FDH-04327,MST-04327,OLT-04327,True,1000
314023,Aspur,Dungarpur,Rajasthan,rural,FDH-04328,MST-04328,OLT-04328,True,100
314024,Dungarpur,Dungarpur,Rajasthan,urban,FDH-04329,MST-04329,OLT-04329,False,500
314025,Dungarpur,Dungarpur,Rajasthan,suburban,FDH-04330,MST-04330,OLT-04330,True,100
314026,Dungarpur,Dungarpur,Rajasthan,suburban,FDH-04331,MST-04331,OLT-04331,True,50
314027,Na,Dungarpur,Rajasthan,suburban,FDH-04332,MST-04332,OLT-04332,True,100
314028,Dungarpur,Dungarpur,Rajasthan,suburban,FDH-04333,MST-04333,OLT-04333,False,500
314029,Dungarpur,Dungarpur,Rajasthan,urban,FDH-04334,MST-04334,OLT-04334,True,1000
314030,Dungarpur,Dungarpur,Rajasthan,suburban,FDH-04335,MST-04335,OLT-04335,True,200
314031,Dungarpur,Dungarpur,Rajasthan,urban,FDH-04336,MST-04336,OLT-04336,False,1000
314032,Dungarpur,Dungarpur,Rajasthan,urban,FDH-04337,MST-04337,OLT-04337,True,200
314034,Dungarpur,Dungarpur,Rajasthan,urban,FDH-04338,MST-04338,OLT-04338,True,1000
314035,Dungarpur,Dungarpur,Rajasthan,suburban,FDH-04339,MST-04339,OLT-04339,True,50
314036,Na,Dungarpur,Rajasthan,rural,FDH-04340,MST-04340,OLT-04340,True,200
314037,Dungarpur,Dungarpur,Rajasthan,suburban,FDH-04341,MST-04341,OLT-04341,False,50
314038,Na,Dungarpur,Rajasthan,rural,FDH-04342,MST-04342,OLT-04342,False,500
314401,Dungarpur,Dungarpur,Rajasthan,suburban,FDH-04343,MST-04343,OLT-04343,True,200
314402,Dungarpur,Dungarpur,Rajasthan,suburban,FDH-04344,MST-04344,OLT-04344,True,500
314403,Dungarpur,Dungarpur,Rajasthan,suburban,FDH-04345,MST-04345,OLT-04345,True,50
314404,Dungarpur,Dungarpur,Rajasthan,suburban,FDH-04346,MST-04346,OLT-04346,True,500
314406,Dungarpur,Dungarpur,Rajasthan,urban,FDH-04347,MST-04347,OLT-04347,True,1000
314801,Na,Dungarpur,Rajasthan,rural,FDH-04348,MST-04348,OLT-04348,False,50
314804,Na,Dungarpur,Rajasthan,rural,FDH-04349,MST-04349,OLT-04349,True,50
321001,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04350,MST-04350,OLT-04350,True,200
321006,Kherli Mandi,Alwar,Rajasthan,urban,FDH-04351,MST-04351,OLT-04351,True,200
321021,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04352,MST-04352,OLT-04352,True,1000
321022,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04353,MST-04353,OLT-04353,True,50
321023,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04354,MST-04354,OLT-04354,True,100
321024,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04355,MST-04355,OLT-04355,False,1000
321025,Bharatpur,Bharatpur,Rajasthan,suburban,FDH-04356,MST-04356,OLT-04356,True,100
321026,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04357,MST-04357,OLT-04357,False,200
321028,Bharatpur,Bharatpur,Rajasthan,suburban,FDH-04358,MST-04358,OLT-04358,True,200
321201,Kumher,Bharatpur,Rajasthan,rural,FDH-04359,MST-04359,OLT-04359,False,100
321202,Bharatpur,Bharatpur,Rajasthan,suburban,FDH-04360,MST-04360,OLT-04360,False,200
321203,Bharatpur,Bharatpur,Rajasthan,suburban,FDH-04361,MST-04361,OLT-04361,False,100
321204,Bharatpur,Bharatpur,Rajasthan,suburban,FDH-04362,MST-04362,OLT-04362,True,50
321205,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04363,MST-04363,OLT-04363,True,500
321206,Deeg,Bharatpur,Rajasthan,suburban,FDH-04364,MST-04364,OLT-04364,True,500
321301,Bharatpur,Bharatpur,Rajasthan,suburban,FDH-04365,MST-04365,OLT-04365,True,500
321302,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04366,MST-04366,OLT-04366,True,1000
321303,Kumher,Bharatpur,Rajasthan,rural,FDH-04367,MST-04367,OLT-04367,False,200
321305,Ludhawai,Bharatpur,Rajasthan,rural,FDH-04368,MST-04368,OLT-04368,False,200
321401,Bayana,Bharatpur,Rajasthan,rural,FDH-04369,MST-04369,OLT-04369,False,100
321402,Bayana Mdg,Bharatpur,Rajasthan,rural,FDH-04370,MST-04370,OLT-04370,False,50
321403,Bayana Mdg,Bharatpur,Rajasthan,urban,FDH-04371,MST-04371,OLT-04371,True,500
321404,Bayana Mdg,Bharatpur,Rajasthan,rural,FDH-04372,MST-04372,OLT-04372,False,100
321405,Bayana,Bharatpur,Rajasthan,rural,FDH-04373,MST-04373,OLT-04373,False,200
321406,Bharatpur,Bharatpur,Rajasthan,suburban,FDH-04374,MST-04374,OLT-04374,True,500
321407,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04375,MST-04375,OLT-04375,True,1000
321408,Weir,Bharatpur,Rajasthan,rural,FDH-04376,MST-04376,OLT-04376,True,50
321409,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04377,MST-04377,OLT-04377,False,500
321410,Bayana Mdg,Bharatpur,Rajasthan,rural,FDH-04378,MST-04378,OLT-04378,True,200
321411,Bayana Mdg,Bharatpur,Rajasthan,suburban,FDH-04379,MST-04379,OLT-04379,True,200
321601,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04380,MST-04380,OLT-04380,True,500
321602,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04381,MST-04381,OLT-04381,True,50
321603,Gadauli,Bharatpur,Rajasthan,rural,FDH-04382,MST-04382,OLT-04382,False,1000
321605,Laxmangarh Alwar,Alwar,Rajasthan,rural,FDH-04383,MST-04383,OLT-04383,True,100
321606,Laxman Garh,Alwar,Rajasthan,suburban,FDH-04384,MST-04384,OLT-04384,True,1000
321607,Laxman Garh,Alwar,Rajasthan,rural,FDH-04385,MST-04385,OLT-04385,False,50
321608,Dausa,Dausa,Rajasthan,suburban,FDH-04386,MST-04386,OLT-04386,True,100
321609,Dausa,Dausa,Rajasthan,urban,FDH-04387,MST-04387,OLT-04387,True,200
321610,Todabhim,Karauli,Rajasthan,urban,FDH-04388,MST-04388,OLT-04388,True,500
321611,Todabhim,Karauli,Rajasthan,rural,FDH-04389,MST-04389,OLT-04389,False,50
321612,Dausa,Dausa,Rajasthan,suburban,FDH-04390,MST-04390,OLT-04390,True,200
321613,Dausa,Dausa,Rajasthan,urban,FDH-04391,MST-04391,OLT-04391,True,200
321614,Bharatpur,Bharatpur,Rajasthan,suburban,FDH-04392,MST-04392,OLT-04392,False,500
321615,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04393,MST-04393,OLT-04393,False,100
321633,Lachhmangarh,Alwar,Rajasthan,rural,FDH-04394,MST-04394,OLT-04394,False,50
321642,Bharatpur,Bharatpur,Rajasthan,urban,FDH-04395,MST-04395,OLT-04395,True,1000
322001,Sawaimadhopur,Sawai Madhopur,Rajasthan,rural,FDH-04396,MST-04396,OLT-04396,False,1000
322021,Na,Sawai Madhopur,Rajasthan,suburban,FDH-04397,MST-04397,OLT-04397,True,200
322023,Bonli,Sawai Madhopur,Rajasthan,rural,FDH-04398,MST-04398,OLT-04398,True,50
322024,Malarna Dungar,Sawai Madhopur,Rajasthan,rural,FDH-04399,MST-04399,OLT-04399,False,1000
322025,Khandar,Sawai Madhopur,Rajasthan,rural,FDH-04400,MST-04400,OLT-04400,False,50
322026,Sawaimadhopur,Sawai Madhopur,Rajasthan,suburban,FDH-04401,MST-04401,OLT-04401,True,200
322027,Sawaimadhopur,Sawai Madhopur,Rajasthan,rural,FDH-04402,MST-04402,OLT-04402,False,50
322028,Malrna Doongar,Sawai Madhopur,Rajasthan,suburban,FDH-04403,MST-04403,OLT-04403,True,50
322029,Sawaimadhopur,Sawai Madhopur,Rajasthan,rural,FDH-04404,MST-04404,OLT-04404,False,500
322030,Bonli,Sawai Madhopur,Rajasthan,urban,FDH-04405,MST-04405,OLT-04405,True,500
322033,Khandar,Karauli,Rajasthan,suburban,FDH-04406,MST-04406,OLT-04406,False,100
322034,Sawaimadhopur,Sawai Madhopur,Rajasthan,rural,FDH-04407,MST-04407,OLT-04407,False,50
322201,Gangapur,Sawai Madhopur,Rajasthan,rural,FDH-04408,MST-04408,OLT-04408,False,50
322202,Sapotara,Sawai Madhopur,Rajasthan,suburban,FDH-04409,MST-04409,OLT-04409,True,50
322203,Sapotara,Karauli,Rajasthan,rural,FDH-04410,MST-04410,OLT-04410,False,1000
322204,Nadoti,Karauli,Rajasthan,suburban,FDH-04411,MST-04411,OLT-04411,True,500
322205,Gangapur,Sawai Madhopur,Rajasthan,suburban,FDH-04412,MST-04412,OLT-04412,False,200
322211,Bamanwas,Sawai Madhopur,Rajasthan,rural,FDH-04413,MST-04413,OLT-04413,False,200
322212,Bamanwas,Sawai Madhopur,Rajasthan,rural,FDH-04414,MST-04414,OLT-04414,False,50
322213,Nadoti,Karauli,Rajasthan,suburban,FDH-04415,MST-04415,OLT-04415,True,500
322214,Bamanwas,Sawai Madhopur,Rajasthan,rural,FDH-04416,MST-04416,OLT-04416,False,50
322215,Nadoti,Karauli,Rajasthan,rural,FDH-04417,MST-04417,OLT-04417,False,200
322216,Nadoti,Karauli,Rajasthan,rural,FDH-04418,MST-04418,OLT-04418,False,500
322218,Sapotara,Karauli,Rajasthan,rural,FDH-04419,MST-04419,OLT-04419,False,100
322219,Gangapur,Sawai Madhopur,Rajasthan,rural,FDH-04420,MST-04420,OLT-04420,False,50
322220,Hindaun,Karauli,Rajasthan,rural,FDH-04421,MST-04421,OLT-04421,False,200
322230,Hindaun,Karauli,Rajasthan,rural,FDH-04422,MST-04422,OLT-04422,True,50
322234,Hindaun,Karauli,Rajasthan,urban,FDH-04423,MST-04423,OLT-04423,True,1000
322236,Hindaun,Karauli,Rajasthan,rural,FDH-04424,MST-04424,OLT-04424,False,50
322238,Todabhim,Karauli,Rajasthan,suburban,FDH-04425,MST-04425,OLT-04425,True,200
322240,Dausa,Dausa,Rajasthan,suburban,FDH-04426,MST-04426,OLT-04426,True,100
322241,Karauli,Karauli,Rajasthan,suburban,FDH-04427,MST-04427,OLT-04427,True,100
322242,Karauli,Karauli,Rajasthan,urban,FDH-04428,MST-04428,OLT-04428,True,1000
322243,Karauli,Karauli,Rajasthan,urban,FDH-04429,MST-04429,OLT-04429,True,100
322249,Sapotara,Karauli,Rajasthan,rural,FDH-04430,MST-04430,OLT-04430,True,50
322251,Mandrail,Karauli,Rajasthan,rural,FDH-04431,MST-04431,OLT-04431,False,50
322252,Hindaun,Karauli,Rajasthan,suburban,FDH-04432,MST-04432,OLT-04432,False,100
322254,Hindaun,Karauli,Rajasthan,rural,FDH-04433,MST-04433,OLT-04433,False,100
322255,Karauli,Karauli,Rajasthan,urban,FDH-04434,MST-04434,OLT-04434,True,500
322701,Chauth Ka Barwara,Sawai Madhopur,Rajasthan,rural,FDH-04435,MST-04435,OLT-04435,True,200
322702,Chauth Ka Barwara,Sawai Madhopur,Rajasthan,suburban,FDH-04436,MST-04436,OLT-04436,True,50
322703,Chauth Ka Barwara,Sawai Madhopur,Rajasthan,urban,FDH-04437,MST-04437,OLT-04437,True,200
322704,Chauth Ka Barwara,Sawai Madhopur,Rajasthan,suburban,FDH-04438,MST-04438,OLT-04438,True,50
323001,Bundi,Bundi,Rajasthan,suburban,FDH-04439,MST-04439,OLT-04439,True,50
323021,Bundi,Bundi,Rajasthan,urban,FDH-04440,MST-04440,OLT-04440,True,200
323022,Bundi,Bundi,Rajasthan,suburban,FDH-04441,MST-04441,OLT-04441,True,100
323023,Bundi,Bundi,Rajasthan,suburban,FDH-04442,MST-04442,OLT-04442,True,50
323024,Bundi,Bundi,Rajasthan,suburban,FDH-04443,MST-04443,OLT-04443,True,200
323025,Na,Bundi,Rajasthan,suburban,FDH-04444,MST-04444,OLT-04444,True,50
323301,Bundi,Bundi,Rajasthan,urban,FDH-04445,MST-04445,OLT-04445,True,500
323302,Jawharsagar Dam,Bundi,Rajasthan,rural,FDH-04446,MST-04446,OLT-04446,False,100
323303,Rawatbhata,Chittaurgarh,Rajasthan,rural,FDH-04447,MST-04447,OLT-04447,False,50
323304,Rawatbhatta,Chittaurgarh,Rajasthan,rural,FDH-04448,MST-04448,OLT-04448,False,500
323305,Rawatbhata,Chittaurgarh,Rajasthan,suburban,FDH-04449,MST-04449,OLT-04449,True,200
323306,Mandesara,Chittorgarh,Rajasthan,rural,FDH-04450,MST-04450,OLT-04450,True,50
323307,Rawatbhata,Chittaurgarh,Rajasthan,suburban,FDH-04451,MST-04451,OLT-04451,True,100
323601,Bundi,Bundi,Rajasthan,urban,FDH-04452,MST-04452,OLT-04452,True,200
323602,Bundi,Bundi,Rajasthan,urban,FDH-04453,MST-04453,OLT-04453,True,1000
323603,Bundi,Bundi,Rajasthan,urban,FDH-04454,MST-04454,OLT-04454,True,200
323604,Anghora,Bundi,Rajasthan,rural,FDH-04455,MST-04455,OLT-04455,False,200
323613,Bundi,Bundi,Rajasthan,suburban,FDH-04456,MST-04456,OLT-04456,True,200
323614,Bundi,Bundi,Rajasthan,suburban,FDH-04457,MST-04457,OLT-04457,False,200
323615,Bundi,Bundi,Rajasthan,suburban,FDH-04458,MST-04458,OLT-04458,False,100
323616,Bundi,Bundi,Rajasthan,urban,FDH-04459,MST-04459,OLT-04459,True,500
323801,Bundi,Bundi,Rajasthan,suburban,FDH-04460,MST-04460,OLT-04460,True,200
323802,Bundi,Bundi,Rajasthan,urban,FDH-04461,MST-04461,OLT-04461,True,200
323803,Bundi,Bundi,Rajasthan,urban,FDH-04462,MST-04462,OLT-04462,True,1000
324001,Kota,Kota,Rajasthan,suburban,FDH-04463,MST-04463,OLT-04463,True,100
324002,Kota,Kota,Rajasthan,suburban,FDH-04464,MST-04464,OLT-04464,False,200
324003,Kota,Kota,Rajasthan,urban,FDH-04465,MST-04465,OLT-04465,True,1000
324004,Kota,Kota,Rajasthan,suburban,FDH-04466,MST-04466,OLT-04466,True,50
324005,Kota,Kota,Rajasthan,urban,FDH-04467,MST-04467,OLT-04467,True,100
324006,Kota,Kota,Rajasthan,urban,FDH-04468,MST-04468,OLT-04468,True,50
324007,Kota,Kota,Rajasthan,urban,FDH-04469,MST-04469,OLT-04469,True,1000
324008,Kota,Kota,Rajasthan,urban,FDH-04470,MST-04470,OLT-04470,True,500
324009,Na,Kota,Rajasthan,urban,FDH-04471,MST-04471,OLT-04471,True,500
324010,Kota,Kota,Rajasthan,urban,FDH-04472,MST-04472,OLT-04472,True,200
325001,Kota,Kota,Rajasthan,urban,FDH-04473,MST-04473,OLT-04473,True,100
325003,Kota,Kota,Rajasthan,urban,FDH-04474,MST-04474,OLT-04474,False,1000
325004,Kota,Kota,Rajasthan,suburban,FDH-04475,MST-04475,OLT-04475,True,200
325009,Kota,Kota,Rajasthan,suburban,FDH-04476,MST-04476,OLT-04476,False,500
325201,Kota,Kota,Rajasthan,suburban,FDH-04477,MST-04477,OLT-04477,True,50
325202,Kota,Baran,Rajasthan,suburban,FDH-04478,MST-04478,OLT-04478,True,500
325203,Kota,Kota,Rajasthan,suburban,FDH-04479,MST-04479,OLT-04479,True,50
325204,Digod,Kota,Rajasthan,rural,FDH-04480,MST-04480,OLT-04480,True,200
325205,Baran,Baran,Rajasthan,urban,FDH-04481,MST-04481,OLT-04481,True,500
325206,Kota,Baran,Rajasthan,rural,FDH-04482,MST-04482,OLT-04482,False,100
325207,Jhalawar,Baran,Rajasthan,rural,FDH-04483,MST-04483,OLT-04483,True,500
325208,Kota,Kota,Rajasthan,suburban,FDH-04484,MST-04484,OLT-04484,False,500
325209,Kota,Baran,Rajasthan,suburban,FDH-04485,MST-04485,OLT-04485,False,100
325214,Baran,Kota,Rajasthan,rural,FDH-04486,MST-04486,OLT-04486,False,1000
325215,Baran,Baran,Rajasthan,urban,FDH-04487,MST-04487,OLT-04487,True,1000
325216,Baran,Baran,Rajasthan,suburban,FDH-04488,MST-04488,OLT-04488,True,200
325217,Baran,Baran,Rajasthan,suburban,FDH-04489,MST-04489,OLT-04489,True,500
325218,Baran,Baran,Rajasthan,suburban,FDH-04490,MST-04490,OLT-04490,False,500
325219,Baran,Baran,Rajasthan,urban,FDH-04491,MST-04491,OLT-04491,True,500
325220,Baran,Baran,Rajasthan,suburban,FDH-04492,MST-04492,OLT-04492,True,100
325221,Baran,Baran,Rajasthan,suburban,FDH-04493,MST-04493,OLT-04493,False,200
325222,Baran,Baran,Rajasthan,urban,FDH-04494,MST-04494,OLT-04494,True,500
325223,Baran,Baran,Rajasthan,urban,FDH-04495,MST-04495,OLT-04495,True,1000
325225,Harnaoda Shahji,Baran,Rajasthan,suburban,FDH-04496,MST-04496,OLT-04496,True,200
325601,Kota,Kota,Rajasthan,suburban,FDH-04497,MST-04497,OLT-04497,True,200
325602,Kota,Kota,Rajasthan,suburban,FDH-04498,MST-04498,OLT-04498,True,100
326001,Jhalawar,Jhalawar,Rajasthan,urban,FDH-04499,MST-04499,OLT-04499,False,500
326003,Aklera,Jhalawar,Rajasthan,rural,FDH-04500,MST-04500,OLT-04500,False,200
326021,Jhalawar,Jhalawar,Rajasthan,suburban,FDH-04501,MST-04501,OLT-04501,True,1000
326022,Jhalawar,Jhalawar,Rajasthan,suburban,FDH-04502,MST-04502,OLT-04502,True,100
326023,Jhalawar,Jhalawar,Rajasthan,suburban,FDH-04503,MST-04503,OLT-04503,False,500
326030,Akodiya,Jhalawar,Rajasthan,rural,FDH-04504,MST-04504,OLT-04504,False,200
326033,Jhalawar,Jhalawar,Rajasthan,suburban,FDH-04505,MST-04505,OLT-04505,True,500
326034,Jhalawar,Jhalawar,Rajasthan,suburban,FDH-04506,MST-04506,OLT-04506,False,200
326035,Jhalawar,Jhalawar,Rajasthan,urban,FDH-04507,MST-04507,OLT-04507,True,200
326036,Jhalawar,Jhalawar,Rajasthan,urban,FDH-04508,MST-04508,OLT-04508,False,1000
326037,Jhalawar,Jhalawar,Rajasthan,suburban,FDH-04509,MST-04509,OLT-04509,False,200
326038,Jhalawar,Jhalawar,Rajasthan,urban,FDH-04510,MST-04510,OLT-04510,True,500
326039,Jhalawar,Jhalawar,Rajasthan,suburban,FDH-04511,MST-04511,OLT-04511,True,500
326501,Jhalawar,Jhalawar,Rajasthan,urban,FDH-04512,MST-04512,OLT-04512,True,500
326502,Jhalawar,Jhalawar,Rajasthan,suburban,FDH-04513,MST-04513,OLT-04513,True,200
326510,Alod,Kota,Rajasthan,rural,FDH-04514,MST-04514,OLT-04514,False,500
326512,Jhalawar,Jhalawar,Rajasthan,urban,FDH-04515,MST-04515,OLT-04515,True,1000
326513,Jhalawar,Jhalawar,Rajasthan,urban,FDH-04516,MST-04516,OLT-04516,True,100
326514,Jhalawar,Jhalawar,Rajasthan,urban,FDH-04517,MST-04517,OLT-04517,False,200
326515,Jhalawar,Jhalawar,Rajasthan,urban,FDH-04518,MST-04518,OLT-04518,True,500
326516,Jhalawar,Jhalawar,Rajasthan,urban,FDH-04519,MST-04519,OLT-04519,True,50
326517,Kota,Kota,Rajasthan,urban,FDH-04520,MST-04520,OLT-04520,True,200
326518,Kota,Kota,Rajasthan,suburban,FDH-04521,MST-04521,OLT-04521,True,100
326519,Kota,Kota,Rajasthan,suburban,FDH-04522,MST-04522,OLT-04522,True,100
326520,Kota,Kota,Rajasthan,urban,FDH-04523,MST-04523,OLT-04523,True,200
326529,Kota,Kota,Rajasthan,urban,FDH-04524,MST-04524,OLT-04524,True,500
326530,Kota,Kota,Rajasthan,urban,FDH-04525,MST-04525,OLT-04525,True,500
327001,Banswara,Banswara,Rajasthan,urban,FDH-04526,MST-04526,OLT-04526,True,50
327021,Banswara,Banswara,Rajasthan,urban,FDH-04527,MST-04527,OLT-04527,True,1000
327022,Banswara,Banswara,Rajasthan,suburban,FDH-04528,MST-04528,OLT-04528,True,200
327023,Banswara,Banswara,Rajasthan,urban,FDH-04529,MST-04529,OLT-04529,True,500
327024,Banswara,Banswara,Rajasthan,urban,FDH-04530,MST-04530,OLT-04530,False,500
327025,Banswara,Banswara,Rajasthan,urban,FDH-04531,MST-04531,OLT-04531,True,500
327026,Banswara,Banswara,Rajasthan,suburban,FDH-04532,MST-04532,OLT-04532,True,200
327027,Banswara,Banswara,Rajasthan,urban,FDH-04533,MST-04533,OLT-04533,True,1000
327031,Banswara,Banswara,Rajasthan,suburban,FDH-04534,MST-04534,OLT-04534,True,500
327032,Banswara,Banswara,Rajasthan,urban,FDH-04535,MST-04535,OLT-04535,False,50
327034,Banswara,Banswara,Rajasthan,urban,FDH-04536,MST-04536,OLT-04536,True,1000
327601,Banswara,Banswara,Rajasthan,urban,FDH-04537,MST-04537,OLT-04537,True,50
327602,Banswara,Banswara,Rajasthan,urban,FDH-04538,MST-04538,OLT-04538,True,1000
327603,Banswara,Banswara,Rajasthan,suburban,FDH-04539,MST-04539,OLT-04539,True,200
327604,Banswara,Banswara,Rajasthan,urban,FDH-04540,MST-04540,OLT-04540,True,500
327605,Banswara,Banswara,Rajasthan,suburban,FDH-04541,MST-04541,OLT-04541,True,50
327606,Banswara,Banswara,Rajasthan,urban,FDH-04542,MST-04542,OLT-04542,True,500
327608,Balwara,Banswara,Rajasthan,urban,FDH-04543,MST-04543,OLT-04543,True,200
327801,Banswara,Banswara,Rajasthan,urban,FDH-04544,MST-04544,OLT-04544,True,100
328001,Rajakhera,Dhaulpur,Rajasthan,rural,FDH-04545,MST-04545,OLT-04545,False,50
328021,Bari,Dhaulpur,Rajasthan,rural,FDH-04546,MST-04546,OLT-04546,True,200
328022,Baresei,Dhaulpur,Rajasthan,suburban,FDH-04547,MST-04547,OLT-04547,False,500
328023,Saipau,Dhaulpur,Rajasthan,rural,FDH-04548,MST-04548,OLT-04548,True,50
328024,Dholpur,Dhaulpur,Rajasthan,suburban,FDH-04549,MST-04549,OLT-04549,False,100
328025,Rajakhera,Dhaulpur,Rajasthan,rural,FDH-04550,MST-04550,OLT-04550,False,500
328026,Baresei,Dhaulpur,Rajasthan,rural,FDH-04551,MST-04551,OLT-04551,True,200
328027,Saipau,Dhaulpur,Rajasthan,urban,FDH-04552,MST-04552,OLT-04552,True,500
328028,Dholpur,Dhaulpur,Rajasthan,rural,FDH-04553,MST-04553,OLT-04553,False,50
328029,Rajakhera,Dhaulpur,Rajasthan,rural,FDH-04554,MST-04554,OLT-04554,False,100
328030,Dholpur,Dhaulpur,Rajasthan,rural,FDH-04555,MST-04555,OLT-04555,False,50
328031,Baresei,Dhaulpur,Rajasthan,rural,FDH-04556,MST-04556,OLT-04556,False,50
328035,Tasimo,Dholpur,Rajasthan,rural,FDH-04557,MST-04557,OLT-04557,False,100
328041,Bari,Dhaulpur,Rajasthan,rural,FDH-04558,MST-04558,OLT-04558,False,500
331001,Churu,Churu,Rajasthan,suburban,FDH-04559,MST-04559,OLT-04559,True,100
331002,Bharang,Churu,Rajasthan,rural,FDH-04560,MST-04560,OLT-04560,False,100
331021,Churu,Churu,Rajasthan,suburban,FDH-04561,MST-04561,OLT-04561,True,100
331022,Ratangarh,Churu,Rajasthan,rural,FDH-04562,MST-04562,OLT-04562,False,50
